,GANomaly,DeepSAD,REPEN,DevNet,PReNet,FEAWAD,XGBOD
"('MNIST-C_impulse_noise', 0.25, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.25, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.25, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.5, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.5, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.5, 3)",,,,,,,
"('MNIST-C_impulse_noise', 0.75, 1)",,,,,,,
"('MNIST-C_impulse_noise', 0.75, 2)",,,,,,,
"('MNIST-C_impulse_noise', 0.75, 3)",,,,,,,
"('MNIST-C_impulse_noise', 1.0, 1)",,,,,,,
"('MNIST-C_impulse_noise', 1.0, 2)",,,,,,,
"('MNIST-C_impulse_noise', 1.0, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.0, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.0, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.0, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.01, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.01, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.01, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.05, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.05, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.05, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.1, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.1, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.1, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.25, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.25, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.25, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.5, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.5, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.5, 3)",,,,,,,
"('MNIST-C_motion_blur', 0.75, 1)",,,,,,,
"('MNIST-C_motion_blur', 0.75, 2)",,,,,,,
"('MNIST-C_motion_blur', 0.75, 3)",,,,,,,
"('MNIST-C_motion_blur', 1.0, 1)",,,,,,,
"('MNIST-C_motion_blur', 1.0, 2)",,,,,,,
"('MNIST-C_motion_blur', 1.0, 3)",,,,,,,
"('MNIST-C_rotate', 0.0, 1)",,,,,,,
"('MNIST-C_rotate', 0.0, 2)",,,,,,,
"('MNIST-C_rotate', 0.0, 3)",,,,,,,
"('MNIST-C_rotate', 0.01, 1)",,,,,,,
"('MNIST-C_rotate', 0.01, 2)",,,,,,,
"('MNIST-C_rotate', 0.01, 3)",,,,,,,
"('MNIST-C_rotate', 0.05, 1)",,,,,,,
"('MNIST-C_rotate', 0.05, 2)",,,,,,,
"('MNIST-C_rotate', 0.05, 3)",,,,,,,
"('MNIST-C_rotate', 0.1, 1)",,,,,,,
"('MNIST-C_rotate', 0.1, 2)",,,,,,,
"('MNIST-C_rotate', 0.1, 3)",,,,,,,
"('MNIST-C_rotate', 0.25, 1)",,,,,,,
"('MNIST-C_rotate', 0.25, 2)",,,,,,,
"('MNIST-C_rotate', 0.25, 3)",,,,,,,
"('MNIST-C_rotate', 0.5, 1)",,,,,,,
"('MNIST-C_rotate', 0.5, 2)",,,,,,,
"('MNIST-C_rotate', 0.5, 3)",,,,,,,
"('MNIST-C_rotate', 0.75, 1)",,,,,,,
"('MNIST-C_rotate', 0.75, 2)",,,,,,,
"('MNIST-C_rotate', 0.75, 3)",,,,,,,
"('MNIST-C_rotate', 1.0, 1)",,,,,,,
"('MNIST-C_rotate', 1.0, 2)",,,,,,,
"('MNIST-C_rotate', 1.0, 3)",,,,,,,
"('MNIST-C_scale', 0.0, 1)",,,,,,,
"('MNIST-C_scale', 0.0, 2)",,,,,,,
"('MNIST-C_scale', 0.0, 3)",,,,,,,
"('MNIST-C_scale', 0.01, 1)",,,,,,,
"('MNIST-C_scale', 0.01, 2)",,,,,,,
"('MNIST-C_scale', 0.01, 3)",,,,,,,
"('MNIST-C_scale', 0.05, 1)",,,,,,,
"('MNIST-C_scale', 0.05, 2)",,,,,,,
"('MNIST-C_scale', 0.05, 3)",,,,,,,
"('MNIST-C_scale', 0.1, 1)",,,,,,,
"('MNIST-C_scale', 0.1, 2)",,,,,,,
"('MNIST-C_scale', 0.1, 3)",,,,,,,
"('MNIST-C_scale', 0.25, 1)",,,,,,,
"('MNIST-C_scale', 0.25, 2)",,,,,,,
"('MNIST-C_scale', 0.25, 3)",,,,,,,
"('MNIST-C_scale', 0.5, 1)",,,,,,,
"('MNIST-C_scale', 0.5, 2)",,,,,,,
"('MNIST-C_scale', 0.5, 3)",,,,,,,
"('MNIST-C_scale', 0.75, 1)",,,,,,,
"('MNIST-C_scale', 0.75, 2)",,,,,,,
"('MNIST-C_scale', 0.75, 3)",,,,,,,
"('MNIST-C_scale', 1.0, 1)",,,,,,,
"('MNIST-C_scale', 1.0, 2)",,,,,,,
"('MNIST-C_scale', 1.0, 3)",,,,,,,
"('MNIST-C_shear', 0.0, 1)",,,,,,,
"('MNIST-C_shear', 0.0, 2)",,,,,,,
"('MNIST-C_shear', 0.0, 3)",,,,,,,
"('MNIST-C_shear', 0.01, 1)",,,,,,,
"('MNIST-C_shear', 0.01, 2)",,,,,,,
"('MNIST-C_shear', 0.01, 3)",,,,,,,
"('MNIST-C_shear', 0.05, 1)",,,,,,,
"('MNIST-C_shear', 0.05, 2)",,,,,,,
"('MNIST-C_shear', 0.05, 3)",,,,,,,
"('MNIST-C_shear', 0.1, 1)",,,,,,,
"('MNIST-C_shear', 0.1, 2)",,,,,,,
"('MNIST-C_shear', 0.1, 3)",,,,,,,
"('MNIST-C_shear', 0.25, 1)",,,,,,,
"('MNIST-C_shear', 0.25, 2)",,,,,,,
"('MNIST-C_shear', 0.25, 3)",,,,,,,
"('MNIST-C_shear', 0.5, 1)",,,,,,,
"('MNIST-C_shear', 0.5, 2)",,,,,,,
"('MNIST-C_shear', 0.5, 3)",,,,,,,
"('MNIST-C_shear', 0.75, 1)",,,,,,,
"('MNIST-C_shear', 0.75, 2)",,,,,,,
"('MNIST-C_shear', 0.75, 3)",,,,,,,
"('MNIST-C_shear', 1.0, 1)",,,,,,,
"('MNIST-C_shear', 1.0, 2)",,,,,,,
"('MNIST-C_shear', 1.0, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.0, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.0, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.0, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.01, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.01, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.01, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.05, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.05, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.05, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.1, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.1, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.1, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.25, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.25, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.25, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.5, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.5, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.5, 3)",,,,,,,
"('MNIST-C_shot_noise', 0.75, 1)",,,,,,,
"('MNIST-C_shot_noise', 0.75, 2)",,,,,,,
"('MNIST-C_shot_noise', 0.75, 3)",,,,,,,
"('MNIST-C_shot_noise', 1.0, 1)",,,,,,,
"('MNIST-C_shot_noise', 1.0, 2)",,,,,,,
"('MNIST-C_shot_noise', 1.0, 3)",,,,,,,
"('MNIST-C_spatter', 0.0, 1)",,,,,,,
"('MNIST-C_spatter', 0.0, 2)",,,,,,,
"('MNIST-C_spatter', 0.0, 3)",,,,,,,
"('MNIST-C_spatter', 0.01, 1)",,,,,,,
"('MNIST-C_spatter', 0.01, 2)",,,,,,,
"('MNIST-C_spatter', 0.01, 3)",,,,,,,
"('MNIST-C_spatter', 0.05, 1)",,,,,,,
"('MNIST-C_spatter', 0.05, 2)",,,,,,,
"('MNIST-C_spatter', 0.05, 3)",,,,,,,
"('MNIST-C_spatter', 0.1, 1)",,,,,,,
"('MNIST-C_spatter', 0.1, 2)",,,,,,,
"('MNIST-C_spatter', 0.1, 3)",,,,,,,
"('MNIST-C_spatter', 0.25, 1)",,,,,,,
"('MNIST-C_spatter', 0.25, 2)",,,,,,,
"('MNIST-C_spatter', 0.25, 3)",,,,,,,
"('MNIST-C_spatter', 0.5, 1)",,,,,,,
"('MNIST-C_spatter', 0.5, 2)",,,,,,,
"('MNIST-C_spatter', 0.5, 3)",,,,,,,
"('MNIST-C_spatter', 0.75, 1)",,,,,,,
"('MNIST-C_spatter', 0.75, 2)",,,,,,,
"('MNIST-C_spatter', 0.75, 3)",,,,,,,
"('MNIST-C_spatter', 1.0, 1)",,,,,,,
"('MNIST-C_spatter', 1.0, 2)",,,,,,,
"('MNIST-C_spatter', 1.0, 3)",,,,,,,
"('MNIST-C_stripe', 0.0, 1)",,,,,,,
"('MNIST-C_stripe', 0.0, 2)",,,,,,,
"('MNIST-C_stripe', 0.0, 3)",,,,,,,
"('MNIST-C_stripe', 0.01, 1)",,,,,,,
"('MNIST-C_stripe', 0.01, 2)",,,,,,,
"('MNIST-C_stripe', 0.01, 3)",,,,,,,
"('MNIST-C_stripe', 0.05, 1)",,,,,,,
"('MNIST-C_stripe', 0.05, 2)",,,,,,,
"('MNIST-C_stripe', 0.05, 3)",,,,,,,
"('MNIST-C_stripe', 0.1, 1)",,,,,,,
"('MNIST-C_stripe', 0.1, 2)",,,,,,,
"('MNIST-C_stripe', 0.1, 3)",,,,,,,
"('MNIST-C_stripe', 0.25, 1)",,,,,,,
"('MNIST-C_stripe', 0.25, 2)",,,,,,,
"('MNIST-C_stripe', 0.25, 3)",,,,,,,
"('MNIST-C_stripe', 0.5, 1)",,,,,,,
"('MNIST-C_stripe', 0.5, 2)",,,,,,,
"('MNIST-C_stripe', 0.5, 3)",,,,,,,
"('MNIST-C_stripe', 0.75, 1)",,,,,,,
"('MNIST-C_stripe', 0.75, 2)",,,,,,,
"('MNIST-C_stripe', 0.75, 3)",,,,,,,
"('MNIST-C_stripe', 1.0, 1)",,,,,,,
"('MNIST-C_stripe', 1.0, 2)",,,,,,,
"('MNIST-C_stripe', 1.0, 3)",,,,,,,
"('MNIST-C_brightness', 0.0, 1)",,,,,,,
"('MNIST-C_brightness', 0.0, 2)",,,,,,,
"('MNIST-C_brightness', 0.0, 3)",,,,,,,
"('MNIST-C_brightness', 0.01, 1)",,,,,,,
"('MNIST-C_brightness', 0.01, 2)",,,,,,,
"('MNIST-C_brightness', 0.01, 3)",,,,,,,
"('MNIST-C_brightness', 0.05, 1)",,,,,,,
"('MNIST-C_brightness', 0.05, 2)",,,,,,,
"('MNIST-C_brightness', 0.05, 3)",,,,,,,
"('MNIST-C_brightness', 0.1, 1)",,,,,,,
"('MNIST-C_brightness', 0.1, 2)",,,,,,,
"('MNIST-C_brightness', 0.1, 3)",,,,,,,
"('MNIST-C_brightness', 0.25, 1)",,,,,,,
"('MNIST-C_brightness', 0.25, 2)",,,,,,,
"('MNIST-C_brightness', 0.25, 3)",,,,,,,
"('MNIST-C_brightness', 0.5, 1)",,,,,,,
"('MNIST-C_brightness', 0.5, 2)",,,,,,,
"('MNIST-C_brightness', 0.5, 3)",,,,,,,
"('MNIST-C_brightness', 0.75, 1)",,,,,,,
"('MNIST-C_brightness', 0.75, 2)",,,,,,,
"('MNIST-C_brightness', 0.75, 3)",,,,,,,
"('MNIST-C_brightness', 1.0, 1)",,,,,,,
"('MNIST-C_brightness', 1.0, 2)",,,,,,,
"('MNIST-C_brightness', 1.0, 3)",,,,,,,
"('yelp', 0.0, 1)",,,,,,,
"('yelp', 0.0, 2)",,,,,,,
"('yelp', 0.0, 3)",,,,,,,
"('yelp', 0.01, 1)",,,,,,,
"('yelp', 0.01, 2)",,,,,,,
"('yelp', 0.01, 3)",,,,,,,
"('yelp', 0.05, 1)",,,,,,,
"('yelp', 0.05, 2)",,,,,,,
"('yelp', 0.05, 3)",,,,,,,
"('yelp', 0.1, 1)",,,,,,,
"('yelp', 0.1, 2)",,,,,,,
"('yelp', 0.1, 3)",,,,,,,
"('yelp', 0.25, 1)",,,,,,,
"('yelp', 0.25, 2)",,,,,,,
"('yelp', 0.25, 3)",,,,,,,
"('yelp', 0.5, 1)",,,,,,,
"('yelp', 0.5, 2)",,,,,,,
"('yelp', 0.5, 3)",,,,,,,
"('yelp', 0.75, 1)",,,,,,,
"('yelp', 0.75, 2)",,,,,,,
"('yelp', 0.75, 3)",,,,,,,
"('yelp', 1.0, 1)",,,,,,,
"('yelp', 1.0, 2)",,,,,,,
"('yelp', 1.0, 3)",,,,,,,
